#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1980-01-01 to 2023-01-01
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1071: Esther Island, AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment  Value       None           Day                N/A        Inches              N/A           PRCP          Total precipitation                                      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Esther Island (1071) 
# Alaska  SNOTEL Site - 50 ft
# Reporting Frequency: Daily; Date Range: 1980-01-01 to 2023-01-01
#
# As of: Jan 26, 2023 3:02:20 PM GMT-08:00
#
Date,Esther Island (1071) Air Temperature Maximum (degF),Esther Island (1071) Air Temperature Minimum (degF),Esther Island (1071) Precipitation Increment (in)
2007-02-27,27.9,9.0,0.0
2007-02-28,25.3,6.1,0.0
2007-03-01,22.8,8.2,0.0
2007-03-02,29.5,3.4,0.0
2007-03-03,31.1,6.4,0.0
2007-03-04,28.2,9.5,0.0
2007-03-05,24.8,14.0,0.0
2007-03-06,22.5,16.2,0.3
2007-03-07,33.1,20.8,0.4
2007-03-08,31.3,19.8,0.0
2007-03-09,37.6,16.5,0.0
2007-03-10,38.8,17.8,0.1
2007-03-11,,,0.0
2007-03-12,34.7,15.4,0.0
2007-03-13,,,0.0
2007-03-14,17.4,11.7,0.0
2007-03-15,28.0,9.3,0.0
2007-03-16,36.3,15.6,0.0
2007-03-17,34.0,16.2,0.0
2007-03-18,36.3,13.3,0.0
2007-03-19,30.6,17.4,0.0
2007-03-20,30.9,7.3,0.3
2007-03-21,38.8,29.8,0.3
2007-03-22,35.4,22.6,0.1
2007-03-23,29.8,24.8,0.9
2007-03-24,35.2,23.5,0.2
2007-03-25,28.9,10.8,0.0
2007-03-26,36.7,2.5,0.0
2007-03-27,37.2,7.7,0.0
2007-03-28,37.0,15.4,0.0
2007-03-29,39.2,11.1,0.0
2007-03-30,41.5,12.9,0.0
2007-03-31,46.8,15.8,0.0
2007-04-01,42.6,15.4,0.0
2007-04-02,45.0,16.5,0.0
2007-04-03,41.7,23.9,0.0
2007-04-04,45.3,23.7,0.0
2007-04-05,41.5,26.4,1.0
2007-04-06,46.8,37.6,1.6
2007-04-07,42.4,36.7,0.7
2007-04-08,42.3,36.7,2.0
2007-04-09,42.6,34.7,0.7
2007-04-10,41.5,34.5,0.1
2007-04-11,43.9,31.8,0.0
2007-04-12,46.8,31.8,0.0
2007-04-13,45.1,34.0,0.0
2007-04-14,39.0,33.8,1.2
2007-04-15,44.4,35.2,0.1
2007-04-16,50.4,32.4,0.2
2007-04-17,46.2,30.4,0.0
2007-04-18,42.8,37.6,0.0
2007-04-19,40.5,36.5,0.5
2007-04-20,48.6,31.3,0.0
2007-04-21,48.4,29.5,0.0
2007-04-22,52.2,31.5,0.0
2007-04-23,48.6,37.6,1.7
2007-04-24,43.5,37.8,1.3
2007-04-25,42.6,33.4,0.1
2007-04-26,55.8,31.8,0.0
2007-04-27,50.7,32.5,0.1
2007-04-28,50.5,29.7,0.0
2007-04-29,48.0,28.2,0.0
2007-04-30,46.2,35.1,0.5
2007-05-01,48.4,36.3,0.4
2007-05-02,48.6,33.1,0.1
2007-05-03,52.2,32.7,0.0
2007-05-04,50.2,35.4,0.1
2007-05-05,48.7,33.1,0.1
2007-05-06,56.8,31.8,0.0
2007-05-07,45.1,38.8,0.3
2007-05-08,52.9,35.1,0.0
2007-05-09,50.4,34.3,0.0
2007-05-10,50.4,32.4,0.0
2007-05-11,52.2,36.1,0.0
2007-05-12,48.7,37.2,0.3
2007-05-13,42.4,37.8,0.5
2007-05-14,43.5,37.8,3.3
2007-05-15,48.4,39.6,0.1
2007-05-16,46.8,39.0,0.6
2007-05-17,50.2,35.1,0.0
2007-05-18,52.2,32.7,0.0
2007-05-19,59.4,35.6,0.0
2007-05-20,60.3,34.0,0.0
2007-05-21,56.8,34.2,0.0
2007-05-22,53.1,38.5,0.0
2007-05-23,48.0,41.2,2.0
2007-05-24,49.8,42.6,0.2
2007-05-25,52.7,40.5,0.2
2007-05-26,48.9,41.4,0.9
2007-05-27,49.5,39.9,0.0
2007-05-28,49.8,40.5,0.0
2007-05-29,46.4,38.7,0.6
2007-05-30,47.7,41.5,1.9
2007-05-31,45.9,42.4,2.1
2007-06-01,47.7,42.4,0.0
2007-06-02,53.8,42.8,0.6
2007-06-03,59.7,43.2,0.0
2007-06-04,57.0,45.9,1.3
2007-06-05,48.6,43.3,0.3
2007-06-06,50.2,43.2,0.7
2007-06-07,45.7,41.2,1.6
2007-06-08,44.4,40.6,2.2
2007-06-09,61.5,41.7,0.0
2007-06-10,70.9,46.9,0.1
2007-06-11,59.5,44.1,0.0
2007-06-12,54.3,42.4,0.2
2007-06-13,59.2,40.1,0.0
2007-06-14,60.3,41.5,0.0
2007-06-15,62.8,42.8,0.0
2007-06-16,58.8,45.1,0.0
2007-06-17,52.2,48.4,0.2
2007-06-18,53.6,48.0,0.0
2007-06-19,66.0,48.4,0.0
2007-06-20,73.6,46.8,0.0
2007-06-21,57.4,47.5,0.0
2007-06-22,53.1,48.9,0.3
2007-06-23,50.7,47.7,1.0
2007-06-24,49.6,47.5,0.8
2007-06-25,56.1,47.1,0.0
2007-06-26,64.4,47.7,0.0
2007-06-27,69.8,46.0,0.0
2007-06-28,70.5,48.0,0.0
2007-06-29,67.5,53.4,0.0
2007-06-30,63.9,52.0,0.0
2007-07-01,55.9,48.4,0.4
2007-07-02,60.4,46.0,0.0
2007-07-03,62.6,51.6,0.0
2007-07-04,59.4,50.2,0.0
2007-07-05,58.5,50.2,0.2
2007-07-06,63.0,48.0,0.0
2007-07-07,62.2,49.1,0.0
2007-07-08,62.6,50.7,0.1
2007-07-09,56.5,50.9,0.3
2007-07-10,56.7,48.0,0.9
2007-07-11,53.1,47.7,0.4
2007-07-12,61.9,47.1,0.0
2007-07-13,61.3,50.2,0.0
2007-07-14,63.0,48.4,0.0
2007-07-15,68.5,47.7,0.0
2007-07-16,72.5,53.2,0.0
2007-07-17,59.7,51.1,0.0
2007-07-18,58.3,52.5,0.0
2007-07-19,64.8,51.4,0.0
2007-07-20,65.1,51.3,0.0
2007-07-21,61.9,50.0,0.0
2007-07-22,55.6,52.3,0.6
2007-07-23,54.3,51.8,1.2
2007-07-24,54.9,51.4,0.5
2007-07-25,57.7,51.3,0.1
2007-07-26,56.8,50.2,0.0
2007-07-27,65.7,49.5,0.0
2007-07-28,66.7,52.2,0.0
2007-07-29,66.0,50.4,0.0
2007-07-30,60.1,54.0,0.0
2007-07-31,56.7,52.9,0.1
2007-08-01,60.4,52.9,0.0
2007-08-02,57.0,51.6,0.1
2007-08-03,55.0,50.7,0.3
2007-08-04,55.0,52.2,0.6
2007-08-05,54.9,52.5,0.1
2007-08-06,70.2,51.6,0.0
2007-08-07,71.8,58.3,0.0
2007-08-08,68.4,53.4,0.0
2007-08-09,63.5,49.3,0.0
2007-08-10,62.1,47.7,0.0
2007-08-11,73.2,48.7,0.0
2007-08-12,72.7,54.0,0.0
2007-08-13,69.1,51.6,0.0
2007-08-14,59.5,51.3,1.0
2007-08-15,57.0,52.0,2.3
2007-08-16,65.8,51.1,0.0
2007-08-17,59.9,49.5,0.2
2007-08-18,57.6,51.6,0.0
2007-08-19,57.4,52.9,0.8
2007-08-20,55.9,52.3,0.2
2007-08-21,61.3,52.2,0.2
2007-08-22,55.9,51.3,1.0
2007-08-23,54.0,50.2,0.8
2007-08-24,63.3,47.8,0.0
2007-08-25,62.8,46.6,0.0
2007-08-26,60.4,46.2,0.0
2007-08-27,60.6,50.5,0.0
2007-08-28,66.6,47.3,0.0
2007-08-29,68.7,48.9,0.0
2007-08-30,63.5,48.0,0.1
2007-08-31,60.3,46.0,0.0
2007-09-01,61.9,52.0,0.0
2007-09-02,61.9,47.7,0.1
2007-09-03,60.3,46.6,0.0
2007-09-04,55.8,49.5,0.1
2007-09-05,60.4,47.7,0.0
2007-09-06,60.4,46.8,0.0
2007-09-07,55.0,50.9,1.2
2007-09-08,55.4,51.1,2.2
2007-09-09,55.0,51.6,1.1
2007-09-10,64.9,48.2,0.4
2007-09-11,58.1,49.3,0.0
2007-09-12,53.1,50.2,2.2
2007-09-13,55.0,49.3,0.2
2007-09-14,55.0,46.2,0.0
2007-09-15,56.5,50.5,0.0
2007-09-16,59.7,48.0,0.0
2007-09-17,58.5,43.0,0.0
2007-09-18,49.3,43.0,1.5
2007-09-19,54.3,44.2,0.5
2007-09-20,49.3,42.6,0.4
2007-09-21,57.7,43.5,0.0
2007-09-22,57.0,43.2,0.0
2007-09-23,51.4,44.8,0.5
2007-09-24,55.6,44.1,0.1
2007-09-25,52.5,43.0,0.3
2007-09-26,51.4,41.0,1.1
2007-09-27,53.4,40.5,0.0
2007-09-28,48.9,41.7,1.8
2007-09-29,54.0,43.0,1.5
2007-09-30,47.5,43.5,0.0
2007-10-01,47.7,39.7,0.2
2007-10-02,53.1,42.6,0.0
2007-10-03,53.1,40.5,0.1
2007-10-04,47.1,38.5,0.2
2007-10-05,47.8,37.2,0.2
2007-10-06,47.8,37.9,0.0
2007-10-07,45.3,40.3,0.0
2007-10-08,45.3,40.3,0.0
2007-10-09,44.4,33.3,0.0
2007-10-10,43.2,32.4,0.1
2007-10-11,39.7,30.4,0.1
2007-10-12,42.8,37.0,1.7
2007-10-13,46.0,41.0,1.7
2007-10-14,45.9,36.1,0.5
2007-10-15,43.0,34.3,0.4
2007-10-16,46.9,38.1,0.1
2007-10-17,47.5,37.4,0.1
2007-10-18,45.3,34.5,0.0
2007-10-19,42.1,38.3,0.2
2007-10-20,42.6,34.3,0.2
2007-10-21,42.1,31.6,0.1
2007-10-22,42.4,32.2,1.1
2007-10-23,41.7,35.4,0.1
2007-10-24,42.6,34.3,0.0
2007-10-25,43.9,34.0,0.8
2007-10-26,42.6,33.6,1.1
2007-10-27,41.5,38.7,0.5
2007-10-28,41.2,37.0,0.5
2007-10-29,42.1,37.4,2.1
2007-10-30,45.3,39.0,2.2
2007-10-31,43.2,35.6,0.9
2007-11-01,42.4,33.3,4.8
2007-11-02,39.9,36.1,0.3
2007-11-03,37.9,33.3,0.7
2007-11-04,39.6,34.5,0.6
2007-11-05,37.9,31.3,0.5
2007-11-06,38.5,30.9,0.0
2007-11-07,42.4,34.3,1.4
2007-11-08,43.7,33.6,1.1
2007-11-09,43.9,36.1,0.5
2007-11-10,44.6,33.3,1.6
2007-11-11,39.7,33.1,3.1
2007-11-12,36.3,30.9,0.1
2007-11-13,39.6,31.8,1.0
2007-11-14,37.9,32.7,0.2
2007-11-15,36.1,33.1,0.2
2007-11-16,37.6,33.6,0.0
2007-11-17,38.1,35.4,0.1
2007-11-18,36.7,32.0,0.8
2007-11-19,38.1,33.3,1.0
2007-11-20,42.6,36.1,4.3
2007-11-21,44.1,37.0,2.4
2007-11-22,45.5,37.6,3.2
2007-11-23,42.6,36.9,3.2
2007-11-24,41.7,37.4,0.5
2007-11-25,41.5,36.7,1.7
2007-11-26,43.3,34.2,0.6
2007-11-27,41.0,32.4,0.1
2007-11-28,38.1,32.7,0.3
2007-11-29,34.3,31.1,0.0
2007-11-30,33.4,29.7,0.1
2007-12-01,33.3,29.7,0.0
2007-12-02,36.3,28.2,0.0
2007-12-03,28.8,20.8,0.1
2007-12-04,39.4,23.5,1.3
2007-12-05,38.7,32.4,0.5
2007-12-06,37.8,32.7,0.5
2007-12-07,39.9,33.3,1.4
2007-12-08,40.5,34.9,1.7
2007-12-09,40.3,32.9,0.0
2007-12-10,41.4,35.8,1.5
2007-12-11,38.8,35.1,0.7
2007-12-12,36.7,31.3,0.4
2007-12-13,32.9,28.0,0.1
2007-12-14,32.5,28.0,0.0
2007-12-15,29.8,25.0,0.0
2007-12-16,25.9,22.5,0.1
2007-12-17,26.1,23.2,0.0
2007-12-18,28.2,24.6,0.0
2007-12-19,26.2,19.9,0.0
2007-12-20,31.5,20.1,0.3
2007-12-21,33.8,26.8,0.2
2007-12-22,37.9,26.8,0.4
2007-12-23,36.9,31.1,0.4
2007-12-24,37.9,27.9,1.1
2007-12-25,38.7,26.4,0.7
2007-12-26,36.0,24.4,0.3
2007-12-27,37.9,32.4,0.2
2007-12-28,34.0,30.4,0.1
2007-12-29,32.7,29.7,0.0
2007-12-30,33.6,27.9,0.3
2007-12-31,35.4,30.6,1.0
2008-01-01,34.5,30.7,0.0
2008-01-02,31.8,24.1,0.2
2008-01-03,26.2,21.4,0.1
2008-01-04,28.4,24.6,0.0
2008-01-05,28.0,24.3,0.0
2008-01-06,31.5,20.1,0.1
2008-01-07,33.1,23.7,0.7
2008-01-08,30.0,21.4,0.2
2008-01-09,32.7,22.3,0.4
2008-01-10,30.4,19.2,0.1
2008-01-11,26.1,15.8,0.2
2008-01-12,25.2,12.7,0.0
2008-01-13,21.6,11.1,0.0
2008-01-14,23.4,11.5,0.1
2008-01-15,34.0,23.4,0.3
2008-01-16,37.6,25.0,0.4
2008-01-17,36.3,19.0,0.4
2008-01-18,37.8,28.2,0.0
2008-01-19,29.1,22.6,0.1
2008-01-20,39.6,24.6,0.2
2008-01-21,37.9,34.0,0.6
2008-01-22,39.0,30.7,0.5
2008-01-23,34.5,24.4,0.3
2008-01-24,26.1,22.3,0.2
2008-01-25,30.2,23.4,0.1
2008-01-26,28.9,7.9,0.1
2008-01-27,21.4,2.5,0.1
2008-01-28,29.1,20.5,0.1
2008-01-29,29.1,9.7,0.0
2008-01-30,23.2,6.6,0.0
2008-01-31,25.7,4.8,0.1
2008-02-01,16.7,3.2,0.0
2008-02-02,25.2,11.8,0.0
2008-02-03,20.7,16.2,0.1
2008-02-04,19.9,4.3,0.0
2008-02-05,19.2,9.1,0.0
2008-02-06,23.9,5.7,0.0
2008-02-07,26.4,5.5,0.0
2008-02-08,22.1,2.1,0.0
2008-02-09,25.3,9.3,0.0
2008-02-10,28.0,7.7,0.0
2008-02-11,38.3,24.8,1.0
2008-02-12,37.9,28.0,0.1
2008-02-13,35.6,32.4,1.4
2008-02-14,37.8,31.5,2.7
2008-02-15,32.4,22.6,0.3
2008-02-16,37.4,24.6,0.6
2008-02-17,39.2,33.4,2.3
2008-02-18,39.4,34.9,2.0
2008-02-19,42.1,33.1,3.2
2008-02-20,40.8,36.0,0.8
2008-02-21,40.5,36.0,1.5
2008-02-22,38.3,33.3,0.5
2008-02-23,38.7,26.6,0.2
2008-02-24,36.0,23.2,0.1
2008-02-25,34.9,22.5,0.0
2008-02-26,36.7,20.7,0.3
2008-02-27,36.0,27.9,0.0
2008-02-28,40.5,31.8,0.0
2008-02-29,36.1,29.3,0.0
2008-03-01,36.5,28.9,0.5
2008-03-02,43.0,34.7,0.5
2008-03-03,38.8,34.0,0.2
2008-03-04,39.6,34.2,2.0
2008-03-05,39.2,34.0,3.9
2008-03-06,39.9,34.7,1.1
2008-03-07,39.7,33.1,3.7
2008-03-08,38.8,34.0,0.9
2008-03-09,39.6,34.9,0.8
2008-03-10,39.7,30.6,0.3
2008-03-11,39.2,24.4,0.1
2008-03-12,36.9,23.2,0.3
2008-03-13,36.9,21.4,0.0
2008-03-14,37.8,18.9,0.0
2008-03-15,35.2,17.8,0.0
2008-03-16,39.4,20.8,0.1
2008-03-17,39.2,18.9,0.0
2008-03-18,36.1,18.5,0.1
2008-03-19,33.4,29.5,1.1
2008-03-20,35.8,28.6,0.3
2008-03-21,43.3,16.3,0.0
2008-03-22,40.5,30.4,0.2
2008-03-23,38.7,26.8,0.2
2008-03-24,42.4,30.2,0.1
2008-03-25,40.8,20.3,0.2
2008-03-26,41.7,16.9,0.0
2008-03-27,43.0,14.7,0.1
2008-03-28,39.9,13.3,0.0
2008-03-29,38.1,13.1,0.0
2008-03-30,36.9,30.4,0.2
2008-03-31,38.5,32.9,0.4
2008-04-01,38.8,35.2,1.1
2008-04-02,39.0,34.3,0.6
2008-04-03,41.0,34.2,0.3
2008-04-04,39.4,34.0,0.3
2008-04-05,38.3,29.5,0.6
2008-04-06,32.9,22.5,0.2
2008-04-07,36.9,21.4,0.0
2008-04-08,33.8,21.6,0.1
2008-04-09,37.9,19.2,1.3
2008-04-10,37.9,11.7,0.0
2008-04-11,35.4,16.0,0.0
2008-04-12,36.7,17.2,0.0
2008-04-13,42.3,31.5,0.0
2008-04-14,44.4,31.6,0.0
2008-04-15,38.7,32.9,0.3
2008-04-16,39.0,29.7,0.0
2008-04-17,44.1,27.5,0.0
2008-04-18,46.9,22.1,0.0
2008-04-19,46.9,22.3,0.0
2008-04-20,49.5,25.3,0.0
2008-04-21,48.6,26.2,0.0
2008-04-22,54.0,28.8,0.0
2008-04-23,57.6,33.4,0.0
2008-04-24,47.7,30.7,0.0
2008-04-25,39.2,36.1,1.0
2008-04-26,41.4,35.1,1.6
2008-04-27,42.4,34.0,0.9
2008-04-28,48.9,31.5,0.0
2008-04-29,49.3,30.0,0.0
2008-04-30,40.5,35.1,0.4
2008-05-01,47.7,34.5,0.0
2008-05-02,43.9,35.4,1.1
2008-05-03,44.4,35.4,0.0
2008-05-04,47.7,35.4,0.0
2008-05-05,45.3,35.2,0.5
2008-05-06,50.4,32.5,0.0
2008-05-07,46.2,34.2,0.2
2008-05-08,43.2,37.2,0.1
2008-05-09,46.8,34.2,0.2
2008-05-10,55.8,31.8,0.0
2008-05-11,45.0,34.3,0.6
2008-05-12,42.1,37.4,3.5
2008-05-13,41.7,36.7,1.0
2008-05-14,43.2,36.7,1.3
2008-05-15,41.5,37.2,3.0
2008-05-16,50.2,37.6,0.0
2008-05-17,53.4,35.1,0.0
2008-05-18,48.6,33.4,0.0
2008-05-19,53.4,32.0,0.0
2008-05-20,60.3,37.9,0.0
2008-05-21,53.4,35.2,0.0
2008-05-22,50.5,38.8,0.0
2008-05-23,45.9,39.2,0.5
2008-05-24,44.8,38.8,0.3
2008-05-25,51.1,36.3,0.0
2008-05-26,54.7,35.4,0.0
2008-05-27,60.1,44.1,0.0
2008-05-28,61.2,43.0,0.0
2008-05-29,58.8,41.2,0.0
2008-05-30,51.4,39.9,0.3
2008-05-31,48.0,41.7,0.2
2008-06-01,47.1,41.2,0.3
2008-06-02,47.7,41.9,0.8
2008-06-03,47.3,42.4,1.6
2008-06-04,46.2,40.6,1.7
2008-06-05,43.9,40.6,0.6
2008-06-06,51.6,40.6,0.0
2008-06-07,50.2,38.3,0.0
2008-06-08,58.3,37.8,0.0
2008-06-09,56.1,38.8,0.0
2008-06-10,52.2,44.2,0.0
2008-06-11,50.7,43.0,0.0
2008-06-12,59.0,41.9,0.0
2008-06-13,53.1,39.7,0.0
2008-06-14,54.1,44.1,0.0
2008-06-15,54.3,45.1,0.0
2008-06-16,52.0,45.7,0.0
2008-06-17,52.7,46.0,0.0
2008-06-18,51.3,45.9,0.0
2008-06-19,51.3,45.9,0.0
2008-06-20,54.7,45.7,0.0
2008-06-21,65.8,46.2,0.0
2008-06-22,53.2,43.0,0.7
2008-06-23,55.4,41.5,0.0
2008-06-24,56.5,45.3,0.0
2008-06-25,54.1,46.8,0.3
2008-06-26,52.5,46.6,0.4
2008-06-27,51.3,44.4,0.3
2008-06-28,52.0,43.0,0.5
2008-06-29,54.1,43.3,0.6
2008-06-30,61.0,42.3,0.0
2008-07-01,64.0,44.2,0.0
2008-07-02,68.2,44.1,0.0
2008-07-03,55.6,48.2,0.3
2008-07-04,59.0,49.1,0.0
2008-07-05,60.1,50.5,0.1
2008-07-06,55.0,50.5,0.8
2008-07-07,52.2,47.7,0.2
2008-07-08,58.3,46.0,0.0
2008-07-09,60.4,47.7,0.0
2008-07-10,58.5,46.8,0.0
2008-07-11,56.7,49.3,0.0
2008-07-12,63.1,47.5,0.0
2008-07-13,59.2,48.4,0.0
2008-07-14,62.1,47.8,0.0
2008-07-15,63.5,48.2,0.0
2008-07-16,55.6,52.0,0.5
2008-07-17,53.2,50.2,2.4
2008-07-18,55.0,45.5,0.7
2008-07-19,60.8,44.1,0.0
2008-07-20,61.2,50.7,0.0
2008-07-21,55.2,48.6,0.6
2008-07-22,51.6,48.0,1.1
2008-07-23,49.6,46.6,2.0
2008-07-24,50.5,47.8,1.2
2008-07-25,57.6,48.0,0.0
2008-07-26,54.7,47.7,0.0
2008-07-27,61.0,48.0,0.0
2008-07-28,52.9,49.1,0.1
2008-07-29,69.4,46.8,0.0
2008-07-30,55.9,50.4,0.0
2008-07-31,54.3,50.4,0.0
2008-08-01,56.7,48.9,0.0
2008-08-02,54.5,50.2,0.0
2008-08-03,58.3,50.2,0.0
2008-08-04,53.8,50.4,0.2
2008-08-05,55.0,47.3,0.7
2008-08-06,64.8,45.5,0.0
2008-08-07,61.3,46.2,0.1
2008-08-08,33.8,45.7,0.0
2008-08-09,55.6,44.4,0.1
2008-08-10,53.1,47.7,0.0
2008-08-11,62.8,45.0,0.0
2008-08-12,57.4,46.0,0.2
2008-08-13,55.8,50.2,0.9
2008-08-14,55.0,50.5,1.1
2008-08-15,54.3,52.0,0.8
2008-08-16,57.0,47.8,0.1
2008-08-17,56.5,47.8,0.0
2008-08-18,56.7,46.0,0.0
2008-08-19,56.7,46.0,0.0
2008-08-20,64.6,46.9,0.0
2008-08-21,55.0,50.2,0.0
2008-08-22,60.3,49.5,0.0
2008-08-23,60.4,48.9,0.1
2008-08-24,57.2,48.9,0.1
2008-08-25,56.5,50.0,0.0
2008-08-26,53.4,47.8,0.2
2008-08-27,55.8,48.9,0.0
2008-08-28,55.6,49.5,0.3
2008-08-29,62.4,46.8,0.1
2008-08-30,59.4,45.9,0.0
2008-08-31,53.2,47.5,1.3
2008-09-01,52.3,48.7,1.4
2008-09-02,52.0,49.3,2.4
2008-09-03,53.1,48.7,1.4
2008-09-04,54.3,49.3,0.3
2008-09-05,53.8,49.1,0.3
2008-09-06,53.8,48.4,0.6
2008-09-07,53.8,48.7,1.7
2008-09-08,51.6,47.8,1.0
2008-09-09,51.1,47.7,2.4
2008-09-10,50.9,47.1,1.3
2008-09-11,49.8,47.1,1.0
2008-09-12,51.1,47.3,0.9
2008-09-13,50.4,45.9,1.5
2008-09-14,51.6,45.3,0.7
2008-09-15,52.3,46.8,0.3
2008-09-16,53.4,46.0,1.9
2008-09-17,51.6,45.7,1.5
2008-09-18,50.4,45.3,2.9
2008-09-19,48.7,42.6,0.6
2008-09-20,48.6,43.5,0.0
2008-09-21,45.3,39.9,0.6
2008-09-22,50.4,38.3,0.0
2008-09-23,48.6,38.3,0.0
2008-09-24,44.8,41.2,0.5
2008-09-25,46.0,42.6,0.4
2008-09-26,52.2,39.4,0.1
2008-09-27,52.0,37.2,0.0
2008-09-28,52.0,37.2,0.0
2008-09-29,50.4,34.9,0.0
2008-09-30,50.7,39.9,0.0
2008-10-01,49.5,36.3,0.0
2008-10-02,48.6,41.0,0.0
2008-10-03,51.1,37.8,0.0
2008-10-04,41.9,38.7,0.3
2008-10-05,44.8,33.6,0.7
2008-10-06,38.1,33.1,1.6
2008-10-07,40.8,33.3,0.9
2008-10-08,39.7,33.1,0.4
2008-10-09,41.9,33.4,2.6
2008-10-10,48.2,37.8,5.2
2008-10-11,46.0,37.6,2.2
2008-10-12,46.6,37.6,0.7
2008-10-13,38.7,34.0,0.2
2008-10-14,39.7,33.6,0.2
2008-10-15,42.3,36.7,0.5
2008-10-16,43.9,36.1,0.0
2008-10-17,43.5,34.2,0.0
2008-10-18,43.0,36.9,0.1
2008-10-19,46.0,37.0,0.3
2008-10-20,44.8,35.1,0.1
2008-10-21,39.7,37.0,0.3
2008-10-22,39.7,32.2,0.0
2008-10-23,36.7,31.8,0.4
2008-10-24,31.8,25.5,0.3
2008-10-25,30.9,24.1,0.0
2008-10-26,36.1,30.7,0.0
2008-10-27,32.4,29.7,0.0
2008-10-28,37.2,27.1,0.0
2008-10-29,36.0,26.4,0.0
2008-10-30,39.9,30.6,0.0
2008-10-31,37.6,27.9,0.0
2008-11-01,36.3,26.8,0.0
2008-11-02,34.2,31.1,0.0
2008-11-03,41.4,30.9,0.2
2008-11-04,37.8,31.6,0.1
2008-11-05,37.6,33.3,1.0
2008-11-06,38.8,31.8,0.1
2008-11-07,35.4,31.5,0.0
2008-11-08,35.8,29.7,0.0
2008-11-09,37.6,29.8,1.0
2008-11-10,40.5,34.3,1.3
2008-11-11,36.7,33.3,0.9
2008-11-12,35.4,31.1,0.0
2008-11-13,38.1,28.2,0.7
2008-11-14,36.5,33.3,0.3
2008-11-15,36.0,28.9,0.0
2008-11-16,35.1,31.5,1.4
2008-11-17,34.7,30.7,0.0
2008-11-18,30.9,25.7,0.1
2008-11-19,32.7,28.6,1.0
2008-11-20,32.5,28.0,0.0
2008-11-21,32.7,27.9,0.7
2008-11-22,33.3,26.4,0.5
2008-11-23,38.1,25.2,0.6
2008-11-24,39.4,34.0,1.1
2008-11-25,38.5,33.3,1.0
2008-11-26,35.1,30.0,1.0
2008-11-27,40.8,30.0,2.0
2008-11-28,40.8,35.4,1.7
2008-11-29,40.5,34.5,1.5
2008-11-30,37.0,27.9,0.2
2008-12-01,29.1,23.4,0.0
2008-12-02,29.8,22.1,0.1
2008-12-03,37.2,29.8,0.9
2008-12-04,36.3,33.3,0.7
2008-12-05,37.2,34.5,0.5
2008-12-06,36.9,35.1,0.3
2008-12-07,37.0,32.5,0.3
2008-12-08,42.1,33.3,1.8
2008-12-09,40.1,35.4,2.0
2008-12-10,40.1,35.4,0.3
2008-12-11,36.0,29.5,0.0
2008-12-12,29.8,26.4,0.0
2008-12-13,28.6,24.3,0.0
2008-12-14,30.6,23.9,0.0
2008-12-15,30.9,23.7,0.1
2008-12-16,31.3,23.2,0.0
2008-12-17,27.9,22.1,0.0
2008-12-18,31.1,27.1,0.0
2008-12-19,35.2,30.7,0.0
2008-12-20,34.0,22.8,0.0
2008-12-21,30.9,20.7,0.0
2008-12-22,28.0,18.9,0.1
2008-12-23,32.4,27.0,0.4
2008-12-24,34.9,29.3,0.1
2008-12-25,30.6,20.3,1.5
2008-12-26,30.2,22.8,0.0
2008-12-27,25.3,18.3,0.1
2008-12-28,25.3,19.0,0.0
2008-12-29,19.6,5.7,0.0
2008-12-30,19.9,4.8,0.0
2008-12-31,19.8,6.8,0.0
2009-01-01,19.8,3.7,0.0
